epoch,training_acc,training_loss,L2
1,21.39,1450.69,8449.0
2,35.12,1089.9,11731.0
3,43.12,856.17,15636.0
4,49.14,699.01,19931.0
5,51.86,574.79,24683.0
6,54.43,455.68,29887.0
7,54.55,341.71,35376.0
8,55.47,229.16,40709.0
9,54.54,131.73,45190.0
10,54.48,73.14,48807.0
11,54.28,51.96,52313.0
12,53.58,51.77,56535.0
13,57.53,16.93,56576.0
14,58.0,5.44,56586.0
15,58.17,3.79,56595.0
16,58.38,2.89,56603.0
17,58.44,2.34,56612.0
18,58.54,1.99,56621.0
19,58.68,1.78,56631.0
20,58.54,1.57,56642.0
21,58.54,1.43,56655.0
22,58.93,1.51,56670.0
23,58.94,1.28,56686.0
24,58.88,0.98,56687.0
25,58.77,0.88,56688.0
26,58.8,0.77,56689.0
27,58.89,0.7,56690.0
28,58.85,0.67,56692.0
29,58.82,0.64,56694.0
30,58.86,0.64,56696.0
31,58.86,0.62,56698.0
32,58.85,0.61,56701.0
33,58.81,0.62,56704.0
34,58.83,0.6,56707.0
35,58.84,0.51,56707.0
36,58.87,0.5,56707.0
37,58.85,0.49,56708.0
38,58.88,0.49,56708.0
39,58.91,0.5,56708.0
40,58.9,0.49,56709.0
41,58.93,0.48,56709.0
42,58.92,0.49,56710.0
43,58.91,0.47,56710.0
44,58.89,0.49,56710.0
45,58.87,0.48,56711.0
46,58.87,0.46,56711.0
47,58.88,0.47,56711.0
48,58.9,0.45,56711.0
49,58.89,0.47,56711.0
