epoch,training_acc,training_loss,L2
1,21.15,1438.72,8316.0
2,34.55,1093.73,11401.0
3,43.54,857.27,15143.0
4,48.59,694.5,19307.0
5,51.33,569.72,23935.0
6,53.46,450.82,29024.0
7,54.97,333.48,34382.0
8,55.39,219.1,39571.0
9,54.41,128.81,44052.0
10,54.99,72.43,47604.0
11,54.56,48.42,50863.0
12,54.0,45.12,54625.0
13,58.62,16.28,54666.0
14,59.0,5.39,54675.0
15,59.15,3.47,54684.0
16,59.07,2.69,54692.0
17,59.06,2.27,54700.0
18,59.24,1.87,54709.0
19,59.18,1.78,54718.0
20,59.01,1.54,54730.0
21,59.24,1.41,54741.0
22,59.35,1.39,54755.0
23,58.83,1.16,54771.0
24,58.96,1.14,54772.0
25,59.13,0.92,54773.0
26,59.15,0.77,54774.0
27,59.2,0.69,54775.0
28,59.23,0.64,54777.0
29,59.16,0.64,54779.0
30,59.2,0.59,54781.0
31,59.23,0.6,54783.0
32,59.21,0.6,54785.0
33,59.26,0.56,54788.0
34,59.14,0.58,54791.0
35,59.13,0.5,54791.0
36,59.13,0.49,54791.0
37,59.14,0.49,54792.0
38,59.14,0.48,54792.0
39,59.19,0.49,54792.0
40,59.17,0.48,54793.0
41,59.15,0.48,54793.0
42,59.12,0.47,54793.0
43,59.1,0.47,54794.0
44,59.14,0.47,54794.0
45,59.15,0.47,54795.0
46,59.15,0.46,54795.0
47,59.15,0.44,54795.0
48,59.15,0.44,54795.0
49,59.15,0.46,54795.0
