epoch,training_acc,training_loss,L2
1,24.9,1412.69,8242.0
2,37.19,1039.24,11073.0
3,46.23,807.4,14497.0
4,49.97,650.49,18311.0
5,54.29,524.05,22569.0
6,55.12,409.19,27324.0
7,55.51,294.41,32323.0
8,56.01,195.07,37177.0
9,55.61,111.27,41172.0
10,55.51,68.99,44669.0
11,55.14,50.79,48045.0
12,54.7,54.03,52365.0
13,58.95,17.19,52402.0
14,59.34,5.44,52411.0
15,59.6,3.58,52419.0
16,59.67,2.69,52426.0
17,59.81,2.21,52434.0
18,59.8,1.86,52442.0
19,60.0,1.79,52451.0
20,60.05,1.51,52461.0
21,59.85,1.34,52472.0
22,59.73,1.4,52485.0
23,60.14,1.21,52499.0
24,60.14,0.95,52500.0
25,60.3,0.85,52501.0
26,60.38,0.74,52502.0
27,60.31,0.65,52504.0
28,60.29,0.62,52505.0
29,60.27,0.64,52507.0
30,60.26,0.6,52509.0
31,60.38,0.61,52511.0
32,60.28,0.57,52513.0
33,60.22,0.55,52516.0
34,60.31,0.56,52518.0
35,60.34,0.47,52518.0
36,60.29,0.49,52519.0
37,60.26,0.47,52519.0
38,60.26,0.46,52519.0
39,60.24,0.46,52519.0
40,60.22,0.45,52520.0
41,60.22,0.45,52520.0
42,60.18,0.45,52521.0
43,60.18,0.46,52521.0
44,60.16,0.46,52521.0
45,60.19,0.45,52522.0
46,60.19,0.43,52522.0
47,60.19,0.43,52522.0
48,60.19,0.43,52522.0
49,60.19,0.44,52522.0
