epoch,training_acc,training_loss,L2
1,22.54,1448.89,8540.0
2,35.58,1086.84,11798.0
3,42.95,856.47,15668.0
4,49.18,695.33,19913.0
5,52.15,571.31,24650.0
6,54.5,451.39,29809.0
7,54.8,337.01,35296.0
8,54.47,222.38,40629.0
9,54.07,129.09,45123.0
10,54.7,73.24,48750.0
11,54.93,47.56,51991.0
12,53.41,47.09,55920.0
13,57.71,16.42,55961.0
14,58.06,5.37,55971.0
15,58.16,3.57,55979.0
16,58.17,2.75,55987.0
17,58.31,2.25,55995.0
18,58.31,1.93,56004.0
19,58.46,1.71,56013.0
20,58.41,1.51,56024.0
21,58.29,1.43,56036.0
22,58.56,1.51,56051.0
23,58.54,1.33,56068.0
24,58.52,1.04,56069.0
25,58.4,0.89,56070.0
26,58.55,0.76,56071.0
27,58.61,0.68,56072.0
28,58.64,0.66,56074.0
29,58.54,0.62,56076.0
30,58.56,0.61,56078.0
31,58.56,0.6,56080.0
32,58.56,0.6,56083.0
33,58.49,0.59,56085.0
34,58.58,0.6,56088.0
35,58.58,0.5,56088.0
36,58.57,0.49,56088.0
37,58.57,0.48,56089.0
38,58.54,0.48,56089.0
39,58.51,0.47,56089.0
40,58.49,0.48,56090.0
41,58.5,0.46,56090.0
42,58.5,0.48,56091.0
43,58.45,0.46,56091.0
44,58.51,0.48,56091.0
45,58.56,0.46,56092.0
46,58.55,0.45,56092.0
47,58.54,0.47,56092.0
48,58.54,0.45,56092.0
49,58.54,0.47,56092.0
