epoch,training_acc,training_loss,L2
1,21.96,1432.53,8599.0
2,36.78,1058.36,11844.0
3,44.57,836.36,15645.0
4,49.12,683.97,19897.0
5,52.16,558.63,24582.0
6,53.28,444.05,29709.0
7,55.38,331.76,35107.0
8,55.15,221.66,40309.0
9,55.13,128.13,44654.0
10,55.47,74.8,48299.0
11,54.71,50.05,51527.0
12,54.03,55.91,55968.0
13,58.79,18.19,56007.0
14,59.19,6.03,56018.0
15,59.18,4.02,56026.0
16,59.43,2.98,56034.0
17,59.38,2.42,56043.0
18,59.34,2.05,56052.0
19,59.32,1.72,56061.0
20,59.43,1.71,56072.0
21,59.52,1.45,56084.0
22,59.39,1.26,56096.0
23,59.35,1.36,56113.0
24,59.61,1.14,56114.0
25,59.62,0.96,56115.0
26,59.69,0.8,56116.0
27,59.74,0.76,56117.0
28,59.66,0.67,56119.0
29,59.63,0.66,56120.0
30,59.62,0.63,56122.0
31,59.64,0.64,56125.0
32,59.61,0.63,56127.0
33,59.59,0.6,56130.0
34,59.59,0.6,56132.0
35,59.63,0.51,56133.0
36,59.66,0.5,56133.0
37,59.65,0.5,56133.0
38,59.64,0.52,56134.0
39,59.65,0.5,56134.0
40,59.66,0.5,56134.0
41,59.64,0.48,56135.0
42,59.64,0.48,56135.0
43,59.64,0.48,56135.0
44,59.61,0.5,56136.0
45,59.63,0.48,56136.0
46,59.63,0.48,56136.0
47,59.63,0.48,56136.0
48,59.64,0.48,56136.0
49,59.64,0.47,56136.0
