epoch,training_acc,training_loss,L2
1,19.97,1472.98,8479.0
2,31.43,1131.54,11787.0
3,41.76,887.35,15818.0
4,47.33,723.41,20205.0
5,51.39,588.75,25031.0
6,53.73,470.26,30314.0
7,53.33,348.81,35845.0
8,54.84,236.53,41292.0
9,55.26,140.52,45976.0
10,53.92,77.54,49667.0
11,54.22,48.22,52862.0
12,53.35,42.91,56536.0
13,57.45,16.37,56577.0
14,58.04,5.31,56587.0
15,58.04,3.64,56595.0
16,58.21,2.72,56604.0
17,58.27,2.22,56612.0
18,58.62,1.93,56621.0
19,58.59,1.87,56632.0
20,58.61,1.66,56644.0
21,58.64,1.5,56657.0
22,58.82,1.52,56674.0
23,58.64,1.38,56690.0
24,58.77,1.08,56691.0
25,58.75,0.88,56693.0
26,58.91,0.78,56694.0
27,58.93,0.7,56695.0
28,58.91,0.66,56697.0
29,58.9,0.66,56699.0
30,58.91,0.63,56701.0
31,58.93,0.62,56703.0
32,58.91,0.61,56705.0
33,58.9,0.59,56708.0
34,58.99,0.59,56710.0
35,58.97,0.52,56711.0
36,58.95,0.49,56711.0
37,58.9,0.49,56711.0
38,58.96,0.5,56712.0
39,58.96,0.49,56712.0
40,58.97,0.47,56712.0
41,58.93,0.48,56713.0
42,58.93,0.49,56713.0
43,58.95,0.47,56713.0
44,58.89,0.47,56714.0
45,58.91,0.46,56714.0
46,58.91,0.48,56714.0
47,58.92,0.45,56714.0
48,58.92,0.47,56714.0
49,58.91,0.46,56714.0
