epoch,training_acc,training_loss,L2
1,25.12,1427.77,8357.0
2,36.06,1068.3,11356.0
3,45.2,833.17,14999.0
4,49.35,673.76,19045.0
5,52.4,546.26,23525.0
6,54.13,425.54,28462.0
7,55.66,310.52,33575.0
8,55.51,203.59,38507.0
9,55.51,118.58,42726.0
10,54.62,70.45,46289.0
11,54.57,51.71,49740.0
12,54.49,44.1,53362.0
13,58.85,16.7,53402.0
14,59.3,5.1,53411.0
15,59.38,3.37,53419.0
16,59.43,2.64,53427.0
17,59.61,2.09,53434.0
18,59.59,1.9,53443.0
19,59.48,1.69,53452.0
20,59.75,1.44,53462.0
21,59.59,1.45,53474.0
22,59.69,1.27,53487.0
23,60.03,1.22,53503.0
24,59.93,1.04,53504.0
25,59.99,0.83,53505.0
26,59.94,0.69,53506.0
27,59.98,0.65,53507.0
28,59.95,0.63,53509.0
29,59.96,0.6,53510.0
30,59.89,0.59,53512.0
31,59.87,0.57,53514.0
32,59.81,0.56,53516.0
33,59.89,0.55,53519.0
34,59.78,0.55,53521.0
35,59.8,0.48,53522.0
36,59.79,0.47,53522.0
37,59.86,0.45,53522.0
38,59.84,0.45,53522.0
39,59.84,0.47,53523.0
40,59.86,0.45,53523.0
41,59.87,0.47,53523.0
42,59.87,0.45,53524.0
43,59.83,0.46,53524.0
44,59.84,0.45,53525.0
45,59.87,0.43,53525.0
46,59.85,0.43,53525.0
47,59.85,0.43,53525.0
48,59.86,0.44,53525.0
49,59.86,0.44,53525.0
