epoch,training_acc,training_loss,L2
1,22.46,1440.08,8453.0
2,35.86,1076.69,11597.0
3,43.73,841.44,15356.0
4,48.95,679.03,19449.0
5,52.83,551.84,24017.0
6,54.35,438.71,28977.0
7,56.33,327.12,34236.0
8,57.05,216.72,39294.0
9,56.34,130.03,43730.0
10,55.95,74.21,47244.0
11,55.23,55.23,50869.0
12,54.31,50.51,54795.0
13,59.47,17.93,54838.0
14,59.97,5.52,54848.0
15,60.05,3.64,54856.0
16,60.26,2.85,54865.0
17,60.35,2.38,54873.0
18,60.46,1.96,54882.0
19,60.49,1.67,54891.0
20,60.39,1.5,54901.0
21,60.66,1.47,54914.0
22,60.46,1.39,54927.0
23,60.78,1.34,54943.0
24,60.85,0.95,54944.0
25,60.96,0.82,54945.0
26,60.91,0.74,54947.0
27,60.9,0.67,54948.0
28,60.87,0.66,54950.0
29,60.83,0.64,54951.0
30,60.97,0.62,54953.0
31,60.88,0.63,54956.0
32,60.9,0.61,54958.0
33,60.83,0.59,54961.0
34,60.91,0.57,54963.0
35,60.94,0.51,54964.0
36,60.99,0.5,54964.0
37,60.94,0.49,54964.0
38,60.94,0.48,54964.0
39,60.95,0.49,54965.0
40,60.96,0.49,54965.0
41,60.98,0.48,54966.0
42,60.98,0.47,54966.0
43,60.98,0.48,54966.0
44,60.94,0.46,54967.0
45,60.94,0.47,54967.0
46,60.95,0.45,54967.0
47,60.95,0.46,54967.0
48,60.95,0.46,54967.0
49,60.95,0.46,54967.0
